unique_sample_id	experiment_type	replicate	timepoint	treatment	is_control	animal_id	image_id	curated_rosette_path	base_segmentation_path
R1-T5-ZVAD-A2-I0	inhibitor	R1	T5	ZVAD	False	2	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_2/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_2/segmentation.tif
R1-T5-ZVAD_CTRL-A2-I0	inhibitor	R1	T5	ZVAD	True	2	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_2/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_2/segmentation.tif
R1-T5-U0126-A2-I0	inhibitor	R1	T5	U0126	False	2	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_2/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_2/segmentation.tif
R1-T5-STAUROSPORINE-A2-I0	inhibitor	R1	T5	STAUROSPORINE	False	2	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_2/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_2/segmentation.tif
R1-T5-QVD-A2-I0	inhibitor	R1	T5	QVD	False	2	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_2/02_segmentation_R1_T5_QVD_2_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_2/02_segmentation_R1_T5_QVD_2_seg_cur.tif
R1-T5-ZVAD_CTRL-A2-I1	inhibitor	R1	T5	ZVAD	True	2	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_2_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_2_0001/segmentation.tif
R1-T5-U0126-A2-I1	inhibitor	R1	T5	U0126	False	2	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_2_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_2_0001/segmentation.tif
R1-T5-STAUROSPORINE-A2-I1	inhibitor	R1	T5	STAUROSPORINE	False	2	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_2_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_2_0001/segmentation.tif
R1-T5-QVD_CTRL-A2-I1	inhibitor	R1	T5	QVD	True	2	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_2_0001/02_segmentation_R1_T5_QVD_dmso_2_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_2_0001/02_segmentation_R1_T5_QVD_dmso_2_0001_seg_cur.tif
R1-T5-QVD-A2-I1	inhibitor	R1	T5	QVD	False	2	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_2_0001/02_segmentation_R1_T5_QVD_2_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_2_0001/02_segmentation_R1_T5_QVD_2_0001_seg_cur.tif
R1-T5-AZD8055-A2-I2	inhibitor	R1	T5	AZD8055	False	2	2	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_2_0002/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_2_0002/segmentation.tif
R1-T5-U0126-A2-I2	inhibitor	R1	T5	U0126	False	2	2	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_2_0002/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_2_0002/segmentation.tif
R1-T5-QVD-A2-I2	inhibitor	R1	T5	QVD	False	2	2	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_2_0002/02_segmentation_R1_T5_QVD_2_0002_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_2_0002/02_segmentation_R1_T5_QVD_2_0002_seg_cur.tif
R1-T5-AZD8055-A2-I3	inhibitor	R1	T5	AZD8055	False	2	3	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_2_0003/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_2_0003/segmentation.tif
R1-T5-AZD8055_CTRL-A2-I3	inhibitor	R1	T5	AZD8055	True	2	3	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_dmso_2_0003/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_dmso_2_0003/segmentation.tif
R1-T5-ZVAD-A3-I0	inhibitor	R1	T5	ZVAD	False	3	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_3/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_3/segmentation.tif
R1-T5-ZVAD_CTRL-A3-I0	inhibitor	R1	T5	ZVAD	True	3	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_3/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_3/segmentation.tif
R1-T5-U0126-A3-I0	inhibitor	R1	T5	U0126	False	3	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_3/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_3/segmentation.tif
R1-T5-STAUROSPORINE_CTRL-A3-I0	inhibitor	R1	T5	STAUROSPORINE	True	3	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_dmso_3/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_dmso_3/segmentation.tif
R1-T5-STAUROSPORINE-A3-I0	inhibitor	R1	T5	STAUROSPORINE	False	3	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_3/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_3/segmentation.tif
R1-T5-QVD-A3-I0	inhibitor	R1	T5	QVD	False	3	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_3/02_segmentation_R1_T5_QVD_3_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_3/02_segmentation_R1_T5_QVD_3_seg_cur.tif
R1-T5-QVD_CTRL-A3-I0	inhibitor	R1	T5	QVD	True	3	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_3/02_segmentation_R1_T5_QVD_dmso_3_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_3/02_segmentation_R1_T5_QVD_dmso_3_seg_cur.tif
R1-T5-ZVAD-A3-I1	inhibitor	R1	T5	ZVAD	False	3	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_3_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_3_0001/segmentation.tif
R1-T5-ZVAD_CTRL-A3-I1	inhibitor	R1	T5	ZVAD	True	3	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_3_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_3_0001/segmentation.tif
R1-T5-AZD8055_CTRL-A3-I1	inhibitor	R1	T5	AZD8055	True	3	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_dmso_3_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_dmso_3_0001/segmentation.tif
R1-T5-U0126-A3-I1	inhibitor	R1	T5	U0126	False	3	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_3_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_3_0001/segmentation.tif
R1-T5-STAUROSPORINE-A3-I1	inhibitor	R1	T5	STAUROSPORINE	False	3	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_3_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_3_0001/segmentation.tif
R1-T5-QVD-A3-I1	inhibitor	R1	T5	QVD	False	3	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_3_0001/02_segmentation_R1_T5_QVD_3_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_3_0001/02_segmentation_R1_T5_QVD_3_0001_seg_cur.tif
R1-T5-QVD_CTRL-A3-I1	inhibitor	R1	T5	QVD	True	3	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_3_0001/02_segmentation_R1_T5_QVD_dmso_3_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_3_0001/02_segmentation_R1_T5_QVD_dmso_3_0001_seg_cur.tif
R1-T5-ZVAD-A3-I2	inhibitor	R1	T5	ZVAD	False	3	2	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_3_0002/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_3_0002/segmentation.tif
R1-T5-AZD8055-A3-I2	inhibitor	R1	T5	AZD8055	False	3	2	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_3_0002/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_3_0002/segmentation.tif
R1-T5-AZD8055-A3-I3	inhibitor	R1	T5	AZD8055	False	3	3	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_3_0003/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_3_0003/segmentation.tif
R1-T5-ZVAD-A4-I0	inhibitor	R1	T5	ZVAD	False	4	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_4/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_4/segmentation.tif
R1-T5-AZD8055-A4-I0	inhibitor	R1	T5	AZD8055	False	4	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_4/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_4/segmentation.tif
R1-T5-U0126_CTRL-A4-I0	inhibitor	R1	T5	U0126	True	4	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_dmso_4/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_dmso_4/segmentation.tif
R1-T5-STAUROSPORINE_CTRL-A4-I0	inhibitor	R1	T5	STAUROSPORINE	True	4	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_dmso_4/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_dmso_4/segmentation.tif
R1-T5-STAUROSPORINE-A4-I0	inhibitor	R1	T5	STAUROSPORINE	False	4	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_4/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_4/segmentation.tif
R1-T5-QVD-A4-I0	inhibitor	R1	T5	QVD	False	4	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_4/02_segmentation_R1_T5_QVD_4_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_4/02_segmentation_R1_T5_QVD_4_seg_cur.tif
R1-T5-QVD_CTRL-A4-I0	inhibitor	R1	T5	QVD	True	4	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_4/02_segmentation_R1_T5_QVD_dmso_4_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_4/02_segmentation_R1_T5_QVD_dmso_4_seg_cur.tif
R1-T5-ZVAD-A4-I1	inhibitor	R1	T5	ZVAD	False	4	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_4_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_4_0001/segmentation.tif
R1-T5-U0126-A4-I1	inhibitor	R1	T5	U0126	False	4	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_4_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_4_0001/segmentation.tif
R1-T5-STAUROSPORINE_CTRL-A4-I1	inhibitor	R1	T5	STAUROSPORINE	True	4	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_dmso_4_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_dmso_4_0001/segmentation.tif
R1-T5-STAUROSPORINE-A4-I1	inhibitor	R1	T5	STAUROSPORINE	False	4	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_4_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_4_0001/segmentation.tif
R1-T5-QVD-A4-I1	inhibitor	R1	T5	QVD	False	4	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_4_0001/02_segmentation_R1_T5_QVD_4_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_4_0001/02_segmentation_R1_T5_QVD_4_0001_seg_cur.tif
R1-T5-ZVAD-A4-I2	inhibitor	R1	T5	ZVAD	False	4	2	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_4_0002/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_4_0002/segmentation.tif
R1-T5-ZVAD_CTRL-A5-I0	inhibitor	R1	T5	ZVAD	True	5	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_5/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_5/segmentation.tif
R1-T5-U0126-A5-I0	inhibitor	R1	T5	U0126	False	5	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_5/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_5/segmentation.tif
R1-T5-STAUROSPORINE-A5-I0	inhibitor	R1	T5	STAUROSPORINE	False	5	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_5/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_staurosporine_seg/R1_T5_staroporine_5/segmentation.tif
R1-T5-QVD-A5-I0	inhibitor	R1	T5	QVD	False	5	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_5/02_segmentation_R1_T5_QVD_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_5/02_segmentation_R1_T5_QVD_5_seg_cur.tif
R1-T5-QVD_CTRL-A5-I0	inhibitor	R1	T5	QVD	True	5	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_5/02_segmentation_R1_T5_QVD_dmso_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_5/02_segmentation_R1_T5_QVD_dmso_5_seg_cur.tif
R1-T5-ZVAD_CTRL-A5-I1	inhibitor	R1	T5	ZVAD	True	5	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_5_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_dmso_5_0001/segmentation.tif
R1-T5-U0126-A5-I1	inhibitor	R1	T5	U0126	False	5	1	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_5_0001/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_U0126_seg/R1_T5_U0126_5_0001/segmentation.tif
R1-T5-QVD_CTRL-A5-I1	inhibitor	R1	T5	QVD	True	5	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_5_0001/02_segmentation_R1_T5_QVD_dmso_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_dmso_5_0001/02_segmentation_R1_T5_QVD_dmso_5_0001_seg_cur.tif
R1-T5-QVD-A5-I1	inhibitor	R1	T5	QVD	False	5	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_5_0001/02_segmentation_R1_T5_QVD_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R1_T5_QVD_seg/R1_T5_QVD_5_0001/02_segmentation_R1_T5_QVD_5_0001_seg_cur.tif
R1-T5-AZD8055_CTRL-A5-I3	inhibitor	R1	T5	AZD8055	True	5	3	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_dmso_5_0003/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_dmso_5_0003/segmentation.tif
R1-T5-ZVAD-A6-I0	inhibitor	R1	T5	ZVAD	False	6	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_6/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_ZVAD_seg/R1_T5_ZVAD_6/segmentation.tif
R1-T5-AZD8055-A6-I0	inhibitor	R1	T5	AZD8055	False	6	0	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_6/segmentation copy.tif	inhibitors/2_segmentation_&_rosettes/250212_Rosette_inhibitor_R1_R2/rosette_inhibitor_human_in_the_loop_data/R1_T5_AZD8055_seg/R1_T5_AZD8055_6/segmentation.tif
